,user,date,content,user_location
101,"{'username': 'DazeJohnby', 'id': 1354890218130862084, 'displayname': 'C. F. R.', 'description': 'So sick of anti maskers anti vaxxers anti lockdowners covid deniers people profiting out of death decided to fight back. Check out the YouTube channel too.', 'rawDescription': 'So sick of anti maskers anti vaxxers anti lockdowners covid deniers people profiting out of death decided to fight back. Check out the YouTube channel too.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 1, 28, 20, 33, 11, tzinfo=datetime.timezone.utc), 'followersCount': 747, 'friendsCount': 541, 'statusesCount': 27621, 'favouritesCount': 10251, 'listedCount': 2, 'mediaCount': 2294, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1540229063226363906/3v9dDDzT_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-06 11:16:04+00:00,"@sophielouisecc COVID, lockdown, no tourism allowed for two years, no wonder it's repaired itself. The only good thing about lockdown was the possitive effect on the Earth's atmosphere",
102,"{'username': 'begumsaira808', 'id': 1540598789605453826, 'displayname': 'Saira', 'description': 'Social activist, artist, nationalist 💯\n\nfollowforfollow', 'rawDescription': 'Social activist, artist, nationalist 💯\n\nfollowforfollow', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 6, 25, 7, 33, 37, tzinfo=datetime.timezone.utc), 'followersCount': 51, 'friendsCount': 81, 'statusesCount': 2730, 'favouritesCount': 36, 'listedCount': 0, 'mediaCount': 251, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1555822815051272193/GvUtHN1E_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-06 11:05:18+00:00,"Now this year, life in J&amp;K is started moving forward as COVID 19 lockdown has lifted. Tourism has started, export of Kashmiri goods has begun, sport and other activates are also taking place as restrictions are getting eased.
#ShiningJammuKashmir",
103,"{'username': 'travelcomments', 'id': 19973494, 'displayname': 'Seb (travelcomments)', 'description': 'TravelComments.com -  Southern African online travel guide', 'rawDescription': 'https://t.co/UJvLVmT1In -  Southern African online travel guide', 'descriptionUrls': [{'text': 'TravelComments.com', 'url': 'http://TravelComments.com', 'tcourl': 'https://t.co/UJvLVmT1In', 'indices': (0, 23)}], 'verified': False, 'created': datetime.datetime(2009, 2, 3, 14, 27, 10, tzinfo=datetime.timezone.utc), 'followersCount': 7645, 'friendsCount': 3573, 'statusesCount': 180026, 'favouritesCount': 20220, 'listedCount': 554, 'mediaCount': 169, 'location': '', 'protected': False, 'linkUrl': 'http://www.travelcomments.com', 'linkTcourl': 'http://t.co/9g9W3Q7361', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/592661411077201921/JQWx_UWs_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/19973494/1364316758', 'label': None}",2022-08-06 11:02:43+00:00,Covid-19: Botswana eases regulations on entry and mask-wearing! https://t.co/H1QwgHT1N7 #tourism #Botswana,
104,"{'username': 'travelcomments', 'id': 19973494, 'displayname': 'Seb (travelcomments)', 'description': 'TravelComments.com -  Southern African online travel guide', 'rawDescription': 'https://t.co/UJvLVmT1In -  Southern African online travel guide', 'descriptionUrls': [{'text': 'TravelComments.com', 'url': 'http://TravelComments.com', 'tcourl': 'https://t.co/UJvLVmT1In', 'indices': (0, 23)}], 'verified': False, 'created': datetime.datetime(2009, 2, 3, 14, 27, 10, tzinfo=datetime.timezone.utc), 'followersCount': 7645, 'friendsCount': 3573, 'statusesCount': 180026, 'favouritesCount': 20220, 'listedCount': 554, 'mediaCount': 169, 'location': '', 'protected': False, 'linkUrl': 'http://www.travelcomments.com', 'linkTcourl': 'http://t.co/9g9W3Q7361', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/592661411077201921/JQWx_UWs_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/19973494/1364316758', 'label': None}",2022-08-06 11:02:22+00:00,Covid-19: eSwatini and South Africa have re-opened the six remaining border posts! https://t.co/gIXyaKJXyQ #tourism #eSwatini #SouthAfrica,
105,"{'username': 'komiska', 'id': 42601966, 'displayname': 'jesterhead 🌻', 'description': ""on razor's edge between illustration & frontend webdev | \nwading into the world of Scala & Java and excited about it 🤩"", 'rawDescription': ""on razor's edge between illustration & frontend webdev | \nwading into the world of Scala & Java and excited about it 🤩"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 5, 26, 10, 48, 2, tzinfo=datetime.timezone.utc), 'followersCount': 7192, 'friendsCount': 7875, 'statusesCount': 309173, 'favouritesCount': 382492, 'listedCount': 1482, 'mediaCount': 13083, 'location': 'kiel, germany', 'protected': False, 'linkUrl': 'http://www.komiska.com', 'linkTcourl': 'https://t.co/uypJkCN4Pb', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1239635576640471040/N9tRbt_K_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/42601966/1451170281', 'label': None}",2022-08-06 10:45:18+00:00,"Another consequence of the collapse of the health care system in #Croatia &amp; #tourism dictatorship:a journalist died after he was refused(!) hospital stay,despite having ""normal"" #COVID symptoms.
Just one of the many examples,how during the tourist season, certifiable diseases.. https://t.co/kuqLeYN7ij","kiel, germany"
106,"{'username': 'travelcomments', 'id': 19973494, 'displayname': 'Seb (travelcomments)', 'description': 'TravelComments.com -  Southern African online travel guide', 'rawDescription': 'https://t.co/UJvLVmT1In -  Southern African online travel guide', 'descriptionUrls': [{'text': 'TravelComments.com', 'url': 'http://TravelComments.com', 'tcourl': 'https://t.co/UJvLVmT1In', 'indices': (0, 23)}], 'verified': False, 'created': datetime.datetime(2009, 2, 3, 14, 27, 10, tzinfo=datetime.timezone.utc), 'followersCount': 7645, 'friendsCount': 3573, 'statusesCount': 180026, 'favouritesCount': 20220, 'listedCount': 554, 'mediaCount': 169, 'location': '', 'protected': False, 'linkUrl': 'http://www.travelcomments.com', 'linkTcourl': 'http://t.co/9g9W3Q7361', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/592661411077201921/JQWx_UWs_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/19973494/1364316758', 'label': None}",2022-08-06 10:42:17+00:00,Covid-19: Namibia re-opens six border posts with South Africa and Botswana! https://t.co/Vj8TgGvnpL #tourism #Namibia #SouthAfrica #Botswana,
107,"{'username': 'ACubeHolidays', 'id': 2647195998, 'displayname': 'A-Cube Holidays', 'description': 'Winner of the ""Award for Excellence in Tours & Travel Solutions"". Specialist in Customised Tours. A One-Stop-Shop for all your Holiday Needs.', 'rawDescription': 'Winner of the ""Award for Excellence in Tours & Travel Solutions"". Specialist in Customised Tours. A One-Stop-Shop for all your Holiday Needs.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 7, 15, 8, 45, 20, tzinfo=datetime.timezone.utc), 'followersCount': 243, 'friendsCount': 213, 'statusesCount': 541, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 197, 'location': '', 'protected': False, 'linkUrl': 'http://www.acubeholidays.com', 'linkTcourl': 'https://t.co/yI70BYVxeI', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1397089238991007747/-HbISxd8_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2647195998/1621926881', 'label': None}",2022-08-06 10:40:51+00:00,"Travel &amp; Tourism Update: France lifts all COVID-19 restrictions effective August 1 '22.
#france #francetour #francetourism #francetourist #francetravel #franceholiday #paris #paristour #paristourism #parisholiday #travel #tourism #update #COVID19 #Restrictions #restrictionslifted https://t.co/zoHx0QI1Hg",
108,"{'username': 'BTN_News', 'id': 64374269, 'displayname': 'Breaking Travel News', 'description': 'The latest travel news for industry professionals. Send us your latest press releases: editor@breakingtravelnews.com', 'rawDescription': 'The latest travel news for industry professionals. Send us your latest press releases: editor@breakingtravelnews.com', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 8, 10, 10, 26, 34, tzinfo=datetime.timezone.utc), 'followersCount': 42084, 'friendsCount': 2616, 'statusesCount': 56667, 'favouritesCount': 7, 'listedCount': 1185, 'mediaCount': 521, 'location': 'Global', 'protected': False, 'linkUrl': 'http://www.breakingtravelnews.com', 'linkTcourl': 'http://t.co/hSlyfw7MxU', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/355100018/btn-icon_normal.gif', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/64374269/1490177713', 'label': None}",2022-08-06 10:03:07+00:00,"Jamaica’s tourism sector has almost fully recovered from the impact of the COVID-19 pandemic, says Minister of Tourism, Hon. Edmund Bartlett during a meeting with members of a special delegation from the Republic of Namibia. https://t.co/9zDPiblcid",Global
109,"{'username': 'ewnreporter', 'id': 191795989, 'displayname': 'EWN Reporter', 'description': 'Updates from the Eyewitness News team - always factual, sometimes funny, often insightful.', 'rawDescription': 'Updates from the Eyewitness News team - always factual, sometimes funny, often insightful.', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2010, 9, 17, 11, 23, 5, tzinfo=datetime.timezone.utc), 'followersCount': 782647, 'friendsCount': 925, 'statusesCount': 313733, 'favouritesCount': 39, 'listedCount': 1744, 'mediaCount': 47017, 'location': 'South Africa', 'protected': False, 'linkUrl': 'http://www.ewn.co.za', 'linkTcourl': 'https://t.co/0p7PDykGEv', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/498684508997025792/zzDCk8Zt_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/191795989/1637594191', 'label': None}",2022-08-06 09:52:33+00:00,#Travel #Covid #EWN @Wesgro Stander says tourism numbers has gone up. GLS https://t.co/BFn6VcVg0J,South Africa
110,"{'username': '0xidado_', 'id': 1450469349920284682, 'displayname': 'Rusty', 'description': '🔴⚪️⚫️    🐘🐾', 'rawDescription': '🔴⚪️⚫️    🐘🐾', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 10, 19, 14, 30, 47, tzinfo=datetime.timezone.utc), 'followersCount': 170, 'friendsCount': 285, 'statusesCount': 7749, 'favouritesCount': 19301, 'listedCount': 0, 'mediaCount': 1222, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1502609000554184707/K5xkgG4G_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1450469349920284682/1634665190', 'label': None}",2022-08-06 09:26:44+00:00,"@RealCarlVernon The first headline is so misleading. The rules for tourism changed so the reef could try and recover, only licensed boats were allowed on the reef and strict rules put in place. Two years of Covid [no tourism] also helped. A similar thing to Maya beach on Koh Phi Phi Thailand.",
111,"{'username': 'richardhallam', 'id': 55188781, 'displayname': 'Richard Hallam', 'description': '@officialgtfc #gtfc supporter/opinionator ⚽️🏴🏳️🚩run a digital training business 💻 Used to be a Business Adviser 🧑\u200d💼 live with 🐑 like Haddock 🐟', 'rawDescription': '@officialgtfc #gtfc supporter/opinionator ⚽️🏴🏳️🚩run a digital training business 💻 Used to be a Business Adviser 🧑\u200d💼 live with 🐑 like Haddock 🐟', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 7, 9, 9, 19, 31, tzinfo=datetime.timezone.utc), 'followersCount': 739, 'friendsCount': 291, 'statusesCount': 19352, 'favouritesCount': 11524, 'listedCount': 21, 'mediaCount': 1916, 'location': 'New Mills to Cleethorpes RTN', 'protected': False, 'linkUrl': 'http://www.digitalskillshq.com', 'linkTcourl': 'https://t.co/IDK91zcoBF', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1573080253349728256/fGHexbw2_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/55188781/1663886544', 'label': None}",2022-08-06 09:05:37+00:00,"@FirstGroupplc who own TPE made £806 million last year and £285m previous year (COVID) and had big share of £14 BILLION subsidy from government last year.

@lia_nici @MartinVickers nb this is wrecking business and tourism on your patch. Have a word with @grantshapps 

You know",New Mills to Cleethorpes RTN
112,"{'username': 'MdAli41221619', 'id': 1476851599075004416, 'displayname': 'Md Ali', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 12, 31, 9, 44, 57, tzinfo=datetime.timezone.utc), 'followersCount': 57, 'friendsCount': 22, 'statusesCount': 5778, 'favouritesCount': 5309, 'listedCount': 1, 'mediaCount': 493, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-08-06 08:24:23+00:00,"Now this year, life in J&amp;K is started moving forward as COVID 19 lockdown has lifted. Tourism has started, export of Kashmiri goods has begun, sport and other activates are also taking place as restrictions are getting eased.
#ShiningJammuKashmir",
113,"{'username': 'cchurchill2', 'id': 2201198024, 'displayname': 'Catherine Churchill', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 11, 18, 12, 10, 9, tzinfo=datetime.timezone.utc), 'followersCount': 19, 'friendsCount': 22, 'statusesCount': 1933, 'favouritesCount': 4987, 'listedCount': 0, 'mediaCount': 1, 'location': 'London, England', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-08-06 08:21:04+00:00,"@Jt20427297 @EmmaKennedy Better growth in all areas except tourism which is a world wide issue post COVID. NZ put lives first, the UK put economics first-","London, England"
114,"{'username': 'AndTheHysterics', 'id': 1518650092479295495, 'displayname': 'JustHereForTheShow', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 4, 25, 17, 56, 47, tzinfo=datetime.timezone.utc), 'followersCount': 92, 'friendsCount': 212, 'statusesCount': 2293, 'favouritesCount': 2940, 'listedCount': 0, 'mediaCount': 370, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1519007589945774082/8iZQgqdc_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-06 07:09:42+00:00,"@NoDuFox @WeakHandsWilli1 @peacebwithya @damonimani Good point. Pelosi also told people there was no reason to stay away from China town area of San Francisco, at the beginning of covid. She was encouraging tourism and crowds, out hugging ppl while walking from that fortune cookie factory to a Chinese restaurant.",
115,"{'username': 'asrafal46629333', 'id': 1551840062945472512, 'displayname': 'asraf ali', 'description': '🇵🇰🇵🇰🇵🇰', 'rawDescription': '🇵🇰🇵🇰🇵🇰', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 7, 26, 8, 1, 27, tzinfo=datetime.timezone.utc), 'followersCount': 23, 'friendsCount': 64, 'statusesCount': 1295, 'favouritesCount': 1374, 'listedCount': 0, 'mediaCount': 141, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1551847529125330946/TzOzxj2i_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-06 06:27:33+00:00,"Now this year, life in J&amp;K is started moving forward as COVID 19 lockdown has lifted. Tourism has started, export of Kashmiri goods has begun, sport and other activates are also taking place as restrictions are getting eased.
#ShiningJammuKashmir",
116,"{'username': 'see2ananda', 'id': 3895793056, 'displayname': 'Ananda Ghimire', 'description': 'Life has no meaning , you create your own meaning , that is why it is freedom. Doctor of Medical Science.', 'rawDescription': 'Life has no meaning , you create your own meaning , that is why it is freedom. Doctor of Medical Science.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 10, 8, 3, 6, 44, tzinfo=datetime.timezone.utc), 'followersCount': 171, 'friendsCount': 175, 'statusesCount': 635, 'favouritesCount': 977, 'listedCount': 3, 'mediaCount': 111, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1504516232258723841/qaCY8SU2_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3895793056/1647557180', 'label': None}",2022-08-06 05:25:19+00:00,"Nepal in Top 8, there are so many Nepali businesses that rely on tourism which have been hit hard due to COVID and ongoing Russia- Ukraine conflict. Please make Nepal as your travel destination in 2022. I promise your visit will not be wasted. https://t.co/N6D3LcB4bd",
