,user,date,content,user_location
0,"{'username': 'dephublemmas', 'id': 1527167333407395841, 'displayname': 'Dephublemmas Kemensetneg', 'description': 'Akun Resmi Deputi Bidang Hubungan Kelembagaan dan Kemasyarakatan, Kementerian Sekretariat Negara', 'rawDescription': 'Akun Resmi Deputi Bidang Hubungan Kelembagaan dan Kemasyarakatan, Kementerian Sekretariat Negara', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 5, 19, 6, 1, 33, tzinfo=datetime.timezone.utc), 'followersCount': 16, 'friendsCount': 60, 'statusesCount': 710, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 586, 'location': 'Jakarta', 'protected': False, 'linkUrl': 'http://setneg.go.id', 'linkTcourl': 'https://t.co/OHKOKvxh76', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1527296926215176192/Zlyp1Wt0_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1527167333407395841/1652962401', 'label': None}",2022-08-07 06:58:39+00:00,Panel konferensi 2 dengan tema “Health and Wellness Tourism: Industry Trends and Information Dissemination”. https://t.co/nGb7RKz01v,Jakarta
1,"{'username': 'NCStateCNR', 'id': 104910709, 'displayname': 'NC State College of Natural Resources', 'description': 'College of Natural Resources at @NCState. Educating leaders to create solutions for a sustainable world at the intersection of the built & natural environment.', 'rawDescription': 'College of Natural Resources at @NCState. Educating leaders to create solutions for a sustainable world at the intersection of the built & natural environment.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2010, 1, 14, 19, 44, 33, tzinfo=datetime.timezone.utc), 'followersCount': 3731, 'friendsCount': 443, 'statusesCount': 10210, 'favouritesCount': 10946, 'listedCount': 75, 'mediaCount': 3361, 'location': 'Raleigh, NC', 'protected': False, 'linkUrl': 'http://cnr.ncsu.edu', 'linkTcourl': 'https://t.co/BLJ3qRuPC3', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1589660014788186113/QqGqiagO_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/104910709/1667839457', 'label': None}",2022-08-06 14:02:19+00:00,Our own Duarte Morais in @NCExtension is helping drive an initiative that expands on the popular farm-to-table trend. 🍽️ Learn how he has been helping NC's tourism industry through a farm-to-stovetop program called Vacationer Supported Agriculture: https://t.co/AeEbMXDkKi https://t.co/NQcg1EwqaO,"Raleigh, NC"
2,"{'username': 'OnlineFree2002', 'id': 1462702274636140545, 'displayname': 'Online Freelancers', 'description': ""If you haven't come with a solution, you're part of the problem"", 'rawDescription': ""If you haven't come with a solution, you're part of the problem"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 11, 22, 8, 39, 56, tzinfo=datetime.timezone.utc), 'followersCount': 414, 'friendsCount': 3673, 'statusesCount': 1963, 'favouritesCount': 1, 'listedCount': 2, 'mediaCount': 75, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1462702760256757762/8g4ECYiW_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1462702274636140545/1638096208', 'label': None}",2022-08-05 15:38:27+00:00,"Question:

 Discuss current trends in the global tourism industry. 

Answer:

 Tourism is now the fastest growing sector and a main source of employment and foreign exchange earnings for many countries.

https://t.co/YDmets88VA",
3,"{'username': 'Checkfront', 'id': 21592178, 'displayname': 'Checkfront', 'description': 'Smart, simplified online booking system perfect for tour and activity providers! Flexible pricing, outstanding support. Start your free 21-day trial today.', 'rawDescription': 'Smart, simplified online booking system perfect for tour and activity providers! Flexible pricing, outstanding support. Start your free 21-day trial today.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 2, 22, 19, 53, 35, tzinfo=datetime.timezone.utc), 'followersCount': 1394, 'friendsCount': 1153, 'statusesCount': 2322, 'favouritesCount': 1119, 'listedCount': 95, 'mediaCount': 411, 'location': 'Victoria, British Columbia', 'protected': False, 'linkUrl': 'https://www.checkfront.com', 'linkTcourl': 'https://t.co/KQgew78mA7', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/662390240884080641/Pq4HOyGo_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/21592178/1526670045', 'label': None}",2022-08-03 22:30:00+00:00,"Some may say that technology has helped rescue the tourism industry during the pandemic. These 10 technology trends emerging in the tourism industry can streamline your workflow so you can focus on growing your business: https://t.co/o0jr73RCq3
#traveltechnology #technologytrends https://t.co/VJ9XPGsj0n","Victoria, British Columbia"
4,"{'username': 'TechInform77', 'id': 1500496396822417408, 'displayname': 'Technology Inform', 'description': 'Tech informations with all details', 'rawDescription': 'Tech informations with all details', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 3, 6, 15, 40, 9, tzinfo=datetime.timezone.utc), 'followersCount': 0, 'friendsCount': 12, 'statusesCount': 361, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 61, 'location': 'USA', 'protected': False, 'linkUrl': 'https://technologyinform.com/', 'linkTcourl': 'https://t.co/Apbt4rzX0E', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1501111161278058497/GjGchN-w_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1500496396822417408/1646727767', 'label': None}",2022-08-01 15:34:06+00:00,Can you 3D Printed Dentures Can you 3D Printed Dentures Can you 3D Printed Dentures 3D printed dental are a growing trend in the dental tourism industry. Can you 3D Printed Dentures A recent survey found that 58% of American dentists believe... https://t.co/yyzmShVeRt,USA
5,"{'username': 'McTelegraph', 'id': 779091898988277760, 'displayname': 'martincitytelegraph', 'description': 'Covering the news in South Kansas City', 'rawDescription': 'Covering the news in South Kansas City', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 9, 22, 22, 55, 58, tzinfo=datetime.timezone.utc), 'followersCount': 396, 'friendsCount': 66, 'statusesCount': 2295, 'favouritesCount': 148, 'listedCount': 7, 'mediaCount': 1163, 'location': 'Kansas City, MO', 'protected': False, 'linkUrl': 'http://www.martincitytelegraph.com', 'linkTcourl': 'https://t.co/mtoy2s3TPL', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/779101194316767232/zukAICvP_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/779091898988277760/1511017243', 'label': None}",2022-07-30 13:09:21+00:00,The wellness tourism industry has grown by over 500% in the last few years. See how a south Kansas City couple joins the trend. https://t.co/A8DTwCEzAC,"Kansas City, MO"
6,"{'username': 'sajal', 'id': 11840852, 'displayname': 'Sajal Kayan', 'description': 'BiggestFan of performance\nA668BBFE438CBEDA7BB63925396490ACBF15828F', 'rawDescription': 'BiggestFan of performance\nA668BBFE438CBEDA7BB63925396490ACBF15828F', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2008, 1, 4, 15, 12, 44, tzinfo=datetime.timezone.utc), 'followersCount': 1626, 'friendsCount': 886, 'statusesCount': 28065, 'favouritesCount': 5179, 'listedCount': 72, 'mediaCount': 267, 'location': 'Bangkok', 'protected': False, 'linkUrl': 'https://www.sajalkayan.com/', 'linkTcourl': 'https://t.co/n3l1QIG3ph', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/768291876/food_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-07-30 02:22:57+00:00,I see a disturbing trend in thai tourism industry. More and more breakfast buffets now serve instant coffee instead of fresh. Pretty sure was not like this couple of years back.,Bangkok
7,"{'username': 'STTAKenya', 'id': 1969457304, 'displayname': 'Sustainable Travel & Tourism consulting', 'description': 'Trusted Sustainable Travel & Tourism Solutions. Coaching. Training. Strategy. Technical Assistance. Research. Book-Sustainable Tourism Dialogues in Africa', 'rawDescription': 'Trusted Sustainable Travel & Tourism Solutions. Coaching. Training. Strategy. Technical Assistance. Research. Book-Sustainable Tourism Dialogues in Africa', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 10, 18, 20, 3, 7, tzinfo=datetime.timezone.utc), 'followersCount': 11847, 'friendsCount': 4651, 'statusesCount': 11215, 'favouritesCount': 23823, 'listedCount': 103, 'mediaCount': 3219, 'location': 'Nairobi Kenya', 'protected': False, 'linkUrl': 'http://www.sttakenya.org', 'linkTcourl': 'https://t.co/TpLA5mJKnH', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/847837285873790976/UHoJucTZ_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1969457304/1655759360', 'label': None}",2022-07-28 14:07:26+00:00,"All indicators confirm that the #Tourism industry has consistently continued to grow in the recent past. 
Join #sttachangemakers on #SATURDAY 10.00 EAT as we hold a #twitterchat on Travel Trends and Impacts on Tourism Value Chain.
#sttaconsulting https://t.co/sMNFCSB7FQ",Nairobi Kenya
8,"{'username': 'ExpCols', 'id': 14332698, 'displayname': 'Experience Columbus', 'description': ""Showcasing the innovative and inspiring stories of Columbus' people, places and experiences. Share your memories with us using #LiveForwardCbus."", 'rawDescription': ""Showcasing the innovative and inspiring stories of Columbus' people, places and experiences. Share your memories with us using #LiveForwardCbus."", 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2008, 4, 8, 14, 35, 53, tzinfo=datetime.timezone.utc), 'followersCount': 103551, 'friendsCount': 5192, 'statusesCount': 37825, 'favouritesCount': 4465, 'listedCount': 995, 'mediaCount': 2763, 'location': 'Columbus, Ohio', 'protected': False, 'linkUrl': 'https://www.experiencecolumbus.com/', 'linkTcourl': 'https://t.co/kMPbUOFmN3', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590082746537451522/cWAkJ0lz_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/14332698/1667940152', 'label': None}",2022-07-28 12:54:58+00:00,"We’re at @cbusconventions today for Industry Day 2022!

This event welcomes nationally recognized industry speakers to discuss the latest tourism industry trends and data.

#LiveForwardCbus https://t.co/YY00NYvzmZ","Columbus, Ohio"
9,"{'username': 'GallardoJags', 'id': 2216792287, 'displayname': 'Jose Antonio Gallardo Sueiro', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 11, 26, 23, 43, 21, tzinfo=datetime.timezone.utc), 'followersCount': 105, 'friendsCount': 281, 'statusesCount': 13244, 'favouritesCount': 1116, 'listedCount': 2, 'mediaCount': 5127, 'location': 'Mataró, España', 'protected': False, 'linkUrl': 'http://www.linkedin.com/in/jags-gallardo', 'linkTcourl': 'https://t.co/eCM1EZZ7Yr', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/750752960192339968/up_WWUrA_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2216792287/1467828426', 'label': None}",2022-07-26 16:23:56+00:00,Noticias desde @isostandards: ✈️Travel &amp; Tourism is back in business. Tourists are looking for #Sustainability #Resilience and #Inclusivity as they begin to travel. Check out the top three trends in the #travel and #tourism industry and how standards can… https://t.co/VwGQDaMBTQ,"Mataró, España"
10,"{'username': 'isostandards', 'id': 54819839, 'displayname': 'ISO', 'description': 'Making lives easier, safer and better. International Standards | Geek-friendly | Informatively fun. Official ISO account. For our SG follow @isosecgen', 'rawDescription': 'Making lives easier, safer and better. International Standards | Geek-friendly | Informatively fun. Official ISO account. For our SG follow @isosecgen', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2009, 7, 8, 6, 27, 52, tzinfo=datetime.timezone.utc), 'followersCount': 69459, 'friendsCount': 296, 'statusesCount': 9151, 'favouritesCount': 4123, 'listedCount': 1120, 'mediaCount': 1683, 'location': 'Geneva, Switzerland', 'protected': False, 'linkUrl': 'http://www.iso.org', 'linkTcourl': 'https://t.co/XQS9gZnjS1', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/618333438286807040/tjhQw5bo_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/54819839/1556804660', 'label': None}",2022-07-26 15:55:26+00:00,"✈️Travel &amp; Tourism is back in business. Tourists are looking for #Sustainability #Resilience and #Inclusivity as they begin to travel. Check out the top three trends in the #travel and #tourism industry and how standards can support the journey👇
https://t.co/xja8oJwyDJ","Geneva, Switzerland"
11,"{'username': 'wowexp_meta', 'id': 1489108504526798850, 'displayname': 'WowExp Metaverse', 'description': 'Welcome to the world of Metaverse builders.\nTeleport yourself to live inside a 3D world of your dreams today. \nVisit linktr.ee/wowexp_metaver…', 'rawDescription': 'Welcome to the world of Metaverse builders.\nTeleport yourself to live inside a 3D world of your dreams today. \nVisit https://t.co/3VfitFoI6F…', 'descriptionUrls': [{'text': 'linktr.ee/wowexp_metaver', 'url': 'http://linktr.ee/wowexp_metaver', 'tcourl': 'https://t.co/3VfitFoI6F', 'indices': (117, 140)}], 'verified': False, 'created': datetime.datetime(2022, 2, 3, 5, 28, 51, tzinfo=datetime.timezone.utc), 'followersCount': 31, 'friendsCount': 25, 'statusesCount': 453, 'favouritesCount': 43, 'listedCount': 1, 'mediaCount': 135, 'location': 'Bengaluru, India', 'protected': False, 'linkUrl': 'http://www.wowexp.ai', 'linkTcourl': 'https://t.co/FiIuHKW7zO', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1562050070026956801/H3WPogN4_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1489108504526798850/1660107162', 'label': None}",2022-07-26 05:58:26+00:00,"The increasing focus on increasing booking volume by enhancing the booking experience is a #metaverse market trend in the travel and tourism industry that is expected to have a positive impact in the coming years.

#travelandtourism #Tourism #hoteltours  

https://t.co/2Br2O60SHX","Bengaluru, India"
12,"{'username': 'CharuKasturi', 'id': 349277970, 'displayname': 'Charu Kasturi', 'description': 'Writer and editor. Read me @guardian @AJEnglish @ForeignPolicy @BusinessInsider @gzeromedia ++; Columns/Op @ttindia @DeccanHerald; Ex-global affairs editor @ozy', 'rawDescription': 'Writer and editor. Read me @guardian @AJEnglish @ForeignPolicy @BusinessInsider @gzeromedia ++; Columns/Op @ttindia @DeccanHerald; Ex-global affairs editor @ozy', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 8, 5, 21, 11, 22, tzinfo=datetime.timezone.utc), 'followersCount': 1160, 'friendsCount': 375, 'statusesCount': 6168, 'favouritesCount': 5229, 'listedCount': 37, 'mediaCount': 25, 'location': 'Bangalore, India', 'protected': False, 'linkUrl': 'http://charukasturi.wordpress.com/', 'linkTcourl': 'https://t.co/rOpHIIvczJ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1479694255/photo1_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-07-25 05:47:51+00:00,"India's tourism industry is relying on an unlikely trend to bounce back from COVID, I write for @guardian: campervanning, long popular in the West, is finally taking off across the country, and governments + pvt players are rushing to tap into it:  https://t.co/hJdcIUkjRt","Bangalore, India"
13,"{'username': 'GlobalbcAsia', 'id': 1045366705999007745, 'displayname': 'JM Ramirez', 'description': 'EACHAM Asia Chamber Commerce Director in Spain / Strategic consultant in Asia and Europe.#consulting #Asia #investment. Offices: Madrid 🇪🇦/ Shanghai 🇨🇳', 'rawDescription': 'EACHAM Asia Chamber Commerce Director in Spain / Strategic consultant in Asia and Europe.#consulting #Asia #investment. Offices: Madrid 🇪🇦/ Shanghai 🇨🇳', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 9, 27, 17, 36, 59, tzinfo=datetime.timezone.utc), 'followersCount': 507, 'friendsCount': 613, 'statusesCount': 907, 'favouritesCount': 5688, 'listedCount': 2, 'mediaCount': 235, 'location': 'Comunidad de Madrid, España', 'protected': False, 'linkUrl': 'http://www.eacham.es', 'linkTcourl': 'https://t.co/sqJSMHPtnc', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1440218167154929666/rD3FOkcP_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1045366705999007745/1538626281', 'label': None}",2022-07-25 05:33:29+00:00,"The new tourism in Asian like #Thailand, after covid virus time, it will be our new article in September, the new trend and tourism industry will be analyzed.
@tat_india
@ThailandinSpain
https://t.co/nhsaLcuFq0","Comunidad de Madrid, España"
14,"{'username': 'WBG_Finance', 'id': 233978001, 'displayname': 'World Bank Finance, Trade, and Competitiveness', 'description': 'Tapping into the #digital economy & #trade for #jobs & #growth.', 'rawDescription': 'Tapping into the #digital economy & #trade for #jobs & #growth.', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2011, 1, 4, 15, 25, 55, tzinfo=datetime.timezone.utc), 'followersCount': 9715, 'friendsCount': 1005, 'statusesCount': 15720, 'favouritesCount': 1590, 'listedCount': 398, 'mediaCount': 7721, 'location': 'Global', 'protected': False, 'linkUrl': 'http://www.worldbank.org/financialsector', 'linkTcourl': 'https://t.co/eSjcC400s5', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/658642970976067584/-rz_cY5L_normal.png', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/233978001/1560353067', 'label': None}",2022-07-22 14:08:00+00:00,"COVID-19 has accelerated digital adoption and innovation in the tourism industry. How is this trend being leveraged for quicker recovery, more inclusive destinations, and increased productivity?

📅7/26 Tune in to hear from industry leaders &amp; new research. https://t.co/uaYLMMIJ7j https://t.co/7I753aF85C",Global
15,"{'username': 'Near', 'id': 3281416554, 'displayname': 'Near', 'description': ""Near is one of the world's largest sources of intelligence on people, places, and products processing data from over 1.6B unique user IDs across 44+ countries."", 'rawDescription': ""Near is one of the world's largest sources of intelligence on people, places, and products processing data from over 1.6B unique user IDs across 44+ countries."", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 7, 16, 10, 3, 29, tzinfo=datetime.timezone.utc), 'followersCount': 1360, 'friendsCount': 780, 'statusesCount': 1326, 'favouritesCount': 411, 'listedCount': 74, 'mediaCount': 677, 'location': 'Pasadena, CA', 'protected': False, 'linkUrl': 'http://near.com', 'linkTcourl': 'https://t.co/zCaR2i7xkn', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1461011198455865354/UyumRuNw_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3281416554/1637167189', 'label': None}",2022-07-22 13:04:00+00:00,"The pandemic has changed the nature of Australia's #tourism industry. 
Learn how #HumanMovementData trends can guide business strategy as traveler confidence increases.  🚗 ✈️ https://t.co/uiUEdLIqNa","Pasadena, CA"
16,"{'username': 'beesmartcity', 'id': 862931242819481600, 'displayname': 'bee smart city GmbH', 'description': 'We are the leading global smart city network & community and we connect #smartcity experts worldwide to exchange smart and #sustainable city solutions.', 'rawDescription': 'We are the leading global smart city network & community and we connect #smartcity experts worldwide to exchange smart and #sustainable city solutions.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 12, 7, 23, 35, tzinfo=datetime.timezone.utc), 'followersCount': 2164, 'friendsCount': 2292, 'statusesCount': 2387, 'favouritesCount': 1459, 'listedCount': 51, 'mediaCount': 471, 'location': 'Deutschland', 'protected': False, 'linkUrl': 'https://www.beesmart.city', 'linkTcourl': 'https://t.co/OFrxkvLapk', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1375124190328725509/HNHuqfxc_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/862931242819481600/1616685164', 'label': None}",2022-07-20 13:34:00+00:00,"➡️ The #tourism industry is changing noticeably due to factors such as #digitalization.
This raises the question: what will smart tourism look like in the future❓
It is time to look at the trends that will shape tourism in the #future.

https://t.co/zlNphZBlLf""",Deutschland
17,"{'username': 'BusinessAngus', 'id': 2570831245, 'displayname': 'Invest in Angus', 'description': 'A vibrant and well-connected place to live, work and grow in the east of Scotland.', 'rawDescription': 'A vibrant and well-connected place to live, work and grow in the east of Scotland.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 6, 16, 11, 57, 4, tzinfo=datetime.timezone.utc), 'followersCount': 2512, 'friendsCount': 1261, 'statusesCount': 7843, 'favouritesCount': 10065, 'listedCount': 69, 'mediaCount': 2528, 'location': 'Angus', 'protected': False, 'linkUrl': 'https://www.investinangus.com/', 'linkTcourl': 'https://t.co/YVTOXYTDvf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1268841494464651264/esGh1dzJ_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2570831245/1591350361', 'label': None}",2022-07-20 09:01:06+00:00,Join us on 9 August and hear the latest tourism industry trends and funding available in Angus. Come and share your ideas and help shape the future of tourism in Angus. Register to attend at https://t.co/pZJGRfxCvD. https://t.co/7KFk3F5c1b,Angus
18,"{'username': 'korinadove', 'id': 96857046, 'displayname': 'Korina Dove', 'description': 'Word nerd 🤓', 'rawDescription': 'Word nerd 🤓', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 12, 14, 22, 39, 48, tzinfo=datetime.timezone.utc), 'followersCount': 207, 'friendsCount': 510, 'statusesCount': 4419, 'favouritesCount': 1192, 'listedCount': 7, 'mediaCount': 22, 'location': 'SE Asia', 'protected': False, 'linkUrl': 'http://www.jugglingfire.com', 'linkTcourl': 'https://t.co/0tkK0DXU1s', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1264382877115879427/jy_Yv7bL_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-07-19 07:57:49+00:00,"New travel trends have emerged due to a surge in travel worldwide. Agoda has constantly adapted and optimized to keep up with the tourism industry while ensuring a seamless and safe travel experience for all.

https://t.co/X1ovviGga2

#iamAgodan #LifeAtAgoda",SE Asia
19,"{'username': 'damienchin90', 'id': 1118479430, 'displayname': 'Damien', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 1, 25, 5, 18, 20, tzinfo=datetime.timezone.utc), 'followersCount': 11, 'friendsCount': 258, 'statusesCount': 500, 'favouritesCount': 184, 'listedCount': 0, 'mediaCount': 111, 'location': 'Malaysia', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/378800000520244740/0beb57063da589623276ea7603266306_normal.jpeg', 'profileBannerUrl': None, 'label': None}",2022-07-19 01:19:47+00:00,"New travel trends have emerged due to a surge in travel worldwide. Agoda has constantly adapted and optimized to keep up with the tourism industry while ensuring a seamless and safe travel experience for all.

https://t.co/By3905qhsL

#iamAgodan #LifeAtAgoda",Malaysia
20,"{'username': 'sudhaashwinij', 'id': 1543802927672082434, 'displayname': 'sudha ashwini', 'description': 'Recruiter managing Analytics hiring!', 'rawDescription': 'Recruiter managing Analytics hiring!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 7, 4, 3, 44, 49, tzinfo=datetime.timezone.utc), 'followersCount': 1, 'friendsCount': 8, 'statusesCount': 213, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 11, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1543808894690271234/HpxgDnoh_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-07-19 01:05:14+00:00,"New travel trends have emerged due to a surge in travel worldwide. Agoda has constantly adapted and optimized to keep up with the tourism industry while ensuring a seamless and safe travel experience for all.

https://t.co/zjh9za12iX

#iamAgodan #LifeAtAgoda",
21,"{'username': 'InnovHaliburton', 'id': 254047165, 'displayname': 'HaliburtonCDC', 'description': 'The Haliburton County Development Corporation (HCDC) supports businesses and non-profits through loans, planning, mentoring, and much more.', 'rawDescription': 'The Haliburton County Development Corporation (HCDC) supports businesses and non-profits through loans, planning, mentoring, and much more.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 2, 18, 13, 54, 23, tzinfo=datetime.timezone.utc), 'followersCount': 968, 'friendsCount': 455, 'statusesCount': 2060, 'favouritesCount': 147, 'listedCount': 34, 'mediaCount': 430, 'location': 'Haliburton', 'protected': False, 'linkUrl': 'https://www.haliburtoncdc.ca/', 'linkTcourl': 'https://t.co/CwLNJkOhMC', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1279087269073346560/A2XHtbF2_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/254047165/1602683199', 'label': None}",2022-07-18 12:38:01+00:00,Tourism Industry Association of Ontario (TIAO) is fighting for debt relief in the tourism industry. Participate in their survey so they can understand the trends related to financing and gain an important snapshot of the true economic state of tourism businesses in Ontario. https://t.co/W7N1md2fpf,Haliburton
22,"{'username': 'agodji3', 'id': 1539950212940288001, 'displayname': 'agodji', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 6, 23, 12, 35, 37, tzinfo=datetime.timezone.utc), 'followersCount': 0, 'friendsCount': 23, 'statusesCount': 209, 'favouritesCount': 6, 'listedCount': 0, 'mediaCount': 8, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-07-18 05:45:25+00:00,"New travel trends have emerged due to a surge in travel worldwide. Agoda has constantly adapted and optimized to keep up with the tourism industry while ensuring a seamless and safe travel experience for all.

https://t.co/nkaJKudi4w

#iamAgodan #LifeAtAgoda",
23,"{'username': 'AngusTourism', 'id': 930544704277696515, 'displayname': 'Angus Tourism Cooperative', 'description': 'We are Angus businesses working together to improve the tourism offer and promote Angus as a visitor destination. Share with us #AngusTourism', 'rawDescription': 'We are Angus businesses working together to improve the tourism offer and promote Angus as a visitor destination. Share with us #AngusTourism', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 11, 14, 21, 15, 21, tzinfo=datetime.timezone.utc), 'followersCount': 817, 'friendsCount': 719, 'statusesCount': 1380, 'favouritesCount': 2636, 'listedCount': 9, 'mediaCount': 134, 'location': 'Angus, Scotland', 'protected': False, 'linkUrl': 'http://www.angustourism.co.uk', 'linkTcourl': 'https://t.co/0wmBOujWV1', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/930711576650436608/omTxE7jf_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/930544704277696515/1510694643', 'label': None}",2022-07-15 12:51:37+00:00,"Join us on 9 August at Links Hotel and hear the latest tourism industry trends and funding available in Angus. Come and share your ideas and help shape the future of tourism in Angus.

Register your place today https://t.co/iM3edWZG7l","Angus, Scotland"
24,"{'username': 'wishful_thnkng', 'id': 939354323389243393, 'displayname': 'Wishful Thinking', 'description': 'Walt Disney World, Disney Cruise Line, Disneyland, Tokyo Disney Resort, Disneyland Paris, Adventures by Disney, Aulani & beyond.', 'rawDescription': 'Walt Disney World, Disney Cruise Line, Disneyland, Tokyo Disney Resort, Disneyland Paris, Adventures by Disney, Aulani & beyond.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 12, 9, 4, 41, 37, tzinfo=datetime.timezone.utc), 'followersCount': 334, 'friendsCount': 744, 'statusesCount': 4005, 'favouritesCount': 5337, 'listedCount': 4, 'mediaCount': 881, 'location': 'Orlando, FL', 'protected': False, 'linkUrl': 'https://www.wishful-thinking.com', 'linkTcourl': 'https://t.co/IbUlu9Npes', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1076983556365271041/SflNjhuH_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/939354323389243393/1633720286', 'label': None}",2022-07-14 18:53:43+00:00,"@ScottGustin The entire travel/tourism industry now pulls out separate pricing for benefits. See: airline luggage allowance, seat selection &amp; meals, hotel resort fees. @disneyparks is on trend. 

What *actually* shocks about this? The overwhelmingly fair-skinned casting. Not okay then or now.","Orlando, FL"
